Additional_Information,Name,Type,Class,Genus,Species,Sample_ID,Owner,Reference,Nitrogen_pct,Carbon_pct,Cellulose_pct,Lignin_pct,Water_Content_pct,LMA_gm2,Leaf_Thickness_mm
TRUE,Pinus ponderosa 2,vegetation,Tree,Pinus,ponderosa,VH157,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.14,50.33,20.43,13.05,42.62,313.47,0.74
TRUE,Pinus ponderosa 2,vegetation,Tree,Pinus,ponderosa,VH158,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.22,48.59,24.46,13.22,69.88,176.23,0.88
TRUE,Abies concolor 2,vegetation,Tree,Abies,concolor,VH159,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.75,50.79,11.42,9.94,46.51,207.78,0.76
TRUE,Abies concolor 2,vegetation,Tree,Abies,concolor,VH160,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.91,49.74,13.43,11.52,49.73,246.54,0.74
TRUE,Pinus lambertiana 2,vegetation,Tree,Pinus,lambertiana,VH161,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.89,49.36,15.96,9.05,44.16,212.98,0.52
TRUE,Pinus lambertiana 2,vegetation,Tree,Pinus,lambertiana,VH162,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.4,49.09,19.88,8.74,57.02,181.36,0.43
TRUE,Pinus ponderosa 3,vegetation,Tree,Pinus,ponderosa,VH163,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.9,49.93,16.85,10.58,33.95,245.2,0.54
TRUE,Pinus ponderosa 3,vegetation,Tree,Pinus,ponderosa,VH164,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.64,48.81,22.35,10.4,71.81,123.01,0.7
TRUE,Pinus lambertiana 3,vegetation,Tree,Pinus,lambertiana,VH165,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.69,49.85,16.48,8.79,44.91,270.73,0.67
TRUE,Pinus lambertiana 3,vegetation,Tree,Pinus,lambertiana,VH166,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.89,40.81,17.14,9.08,47.53,231.5,0.71
TRUE,Abies concolor 3,vegetation,Tree,Abies,concolor,VH167,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.78,49.78,12.12,9.6,51.36,309.33,0.62
TRUE,Abies concolor 3,vegetation,Tree,Abies,concolor,VH168,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.99,48.88,16.12,11.89,55.13,234.96,0.61
TRUE,Quercus douglasii 1,vegetation,Tree,Quercus,douglasii,VH169,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.28,45.95,14.58,6.58,48.58,99.25,0.2
TRUE,Quercus douglasii 1,vegetation,Tree,Quercus,douglasii,VH170,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.13,45.74,14.18,7.18,47.66,97.81,0.21
TRUE,Quercus agrifolia 1,vegetation,Tree,Quercus,agrifolia,VH171,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.31,48.79,21.6,12.1,28.81,234.43,0.24
TRUE,Quercus agrifolia 1,vegetation,Tree,Quercus,agrifolia,VH172,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.36,49.52,19.35,11.9,43.33,205.32,0.24
TRUE,Quercus douglasii 2,vegetation,Tree,Quercus,douglasii,VH173,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.3,46.79,14.14,6.25,51.99,139.67,0.31
TRUE,Quercus douglasii 2,vegetation,Tree,Quercus,douglasii,VH174,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.19,49.33,14.49,6.65,49.22,114.11,0.25
TRUE,Quercus agrifolia 2,vegetation,Tree,Quercus,agrifolia,VH175,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.31,48.51,17.76,10.08,43.79,253.44,0.28
TRUE,Quercus agrifolia 2,vegetation,Tree,Quercus,agrifolia,VH176,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.41,49.1,17.31,10.02,44.72,261.43,0.28
TRUE,Quercus douglasii 3,vegetation,Tree,Quercus,douglasii,VH177,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.11,45.89,11.56,5.68,49.16,124.5,0.23
TRUE,Quercus douglasii 3,vegetation,Tree,Quercus,douglasii,VH178,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.97,45.02,11.57,6.16,47.83,99.74,0.21
TRUE,Quercus agrifolia 3,vegetation,Tree,Quercus,agrifolia,VH179,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.97,49.06,18.49,12.15,40.63,304.33,0.34
TRUE,Quercus agrifolia 3,vegetation,Tree,Quercus,agrifolia,VH180,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.18,48.06,18.52,12.54,41.4,314.71,0.29
TRUE,Quercus lobata 1,vegetation,Tree,Quercus,lobata,VH181,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.19,45.76,12.22,8.52,53.52,125.46,0.24
TRUE,Quercus lobata 1,vegetation,Tree,Quercus,lobata,VH182,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.03,45.29,13.56,9.2,51.84,104,0.23
TRUE,Quercus lobata 2,vegetation,Tree,Quercus,lobata,VH183,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.53,42.69,12.73,7.26,48.14,134.08,0.23
TRUE,Quercus lobata 2,vegetation,Tree,Quercus,lobata,VH184,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.53,40.71,13.57,8.01,46.43,104.92,0.19
TRUE,Quercus lobata 3,vegetation,Tree,Quercus,lobata,VH185,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.78,49.3,11.76,8.07,51.09,156.07,0.28
TRUE,Quercus lobata 3,vegetation,Tree,Quercus,lobata,VH186,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.75,44.92,11.36,8.32,51.24,124.75,0.24
TRUE,Salvia leucophylla 1,vegetation,Shrub,Salvia,leucophylla,VH187,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.24,50.82,10.19,11.36,33.33,116.81,0.23
TRUE,Salvia leucophylla 1,vegetation,Shrub,Salvia,leucophylla,VH188,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.55,51.01,7.8,12.35,34.66,186.19,0.6
TRUE,Salvia leucophylla 2,vegetation,Shrub,Salvia,leucophylla,VH189,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.37,45.52,11.98,8.98,34.51,91.69,0.34
TRUE,Salvia leucophylla 2,vegetation,Shrub,Salvia,leucophylla,VH190,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.61,49.99,NA,NA,0,166.63,0.37
TRUE,Salvia leucophylla 3,vegetation,Shrub,Salvia,leucophylla,VH191,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.79,47.62,10.18,10.08,28.63,126.58,0.2
TRUE,Salvia leucophylla 3,vegetation,Shrub,Salvia,leucophylla,VH192,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.76,51.62,7.74,12.67,34.84,200.38,0.25
TRUE,Baccharis pilularis 1,vegetation,Shrub,Baccharis,pilularis,VH193,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.21,54.12,6.93,9.41,66.95,48.63,0.39
TRUE,Baccharis pilularis 1,vegetation,Shrub,Baccharis,pilularis,VH194,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.15,48.92,NA,NA,64.24,56.16,0.31
TRUE,Baccharis pilularis 2,vegetation,Shrub,Baccharis,pilularis,VH195,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.3,51.06,7.73,7.52,63.76,64.72,0.29
TRUE,Baccharis pilularis 2,vegetation,Shrub,Baccharis,pilularis,VH196,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.96,59.31,NA,NA,61.47,46.79,0.25
TRUE,Baccharis pilularis 3,vegetation,Shrub,Baccharis,pilularis,VH197,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.33,52.71,9.06,11.55,55,50.18,0.35
TRUE,Baccharis pilularis 3,vegetation,Shrub,Baccharis,pilularis,VH198,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.47,53.97,NA,NA,56.67,57.38,0.4
TRUE,Ceanothus spinosus 1,vegetation,Shrub,Ceanothus,spinosus,VH199,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.52,35.66,NA,NA,40.97,81.03,0.24
TRUE,Ceanothus spinosus 1,vegetation,Shrub,Ceanothus,spinosus,VH200,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.71,42.06,NA,NA,42.54,64.94,0.23
TRUE,Ceanothus spinosus 2,vegetation,Shrub,Ceanothus,spinosus,VH201,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.51,38.7,4.78,3.56,45.16,145.12,0.29
TRUE,Ceanothus spinosus 2,vegetation,Shrub,Ceanothus,spinosus,VH202,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.47,45.06,NA,NA,45.06,114.53,0.29
TRUE,Ceanothus spinosus 3,vegetation,Shrub,Ceanothus,spinosus,VH203,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.69,45.06,5.17,4,43.3,107.42,0.25
TRUE,Ceanothus spinosus 3,vegetation,Shrub,Ceanothus,spinosus,VH204,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.64,36.87,4.98,3.97,43.96,90.62,0.24
TRUE,Heteromeles arbutifolia 1,vegetation,Shrub,Heteromeles,arbutifolia,VH205,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.48,51.35,8.91,9.49,49.96,207.1,0.52
TRUE,Heteromeles arbutifolia 1,vegetation,Shrub,Heteromeles,arbutifolia,VH206,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.61,47.21,9.33,7.05,47.41,203.22,0.48
TRUE,Heteromeles arbutifolia 2,vegetation,Shrub,Heteromeles,arbutifolia,VH207,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.3,49.32,NA,NA,53.49,157.76,0.5
TRUE,Heteromeles arbutifolia 2,vegetation,Shrub,Heteromeles,arbutifolia,VH208,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.07,42.1,12,9.31,52.16,173.99,0.39
TRUE,Heteromeles arbutifolia 3,vegetation,Shrub,Heteromeles,arbutifolia,VH209,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.1,45.04,NA,NA,48.71,180.19,0.49
TRUE,Heteromeles arbutifolia 3,vegetation,Shrub,Heteromeles,arbutifolia,VH210,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.1,49.47,10.06,9.11,47.41,179.03,0.37
TRUE,Ceanothus megacarpus 1,vegetation,Shrub,Ceanothus,megacarpus,VH211,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.3,40.75,5.63,5.47,37.33,221.69,0.6
TRUE,Ceanothus megacarpus 1,vegetation,Shrub,Ceanothus,megacarpus,VH212,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.91,44.11,5.49,6.55,35.76,246.99,0.57
TRUE,Ceanothus megacarpus 2,vegetation,Shrub,Ceanothus,megacarpus,VH213,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.34,41.04,6.56,6.37,36.44,229.69,0.63
TRUE,Ceanothus megacarpus 2,vegetation,Shrub,Ceanothus,megacarpus,VH214,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.11,36.53,NA,NA,35.94,248.71,0.58
TRUE,Ceanothus megacarpus 3,vegetation,Shrub,Ceanothus,megacarpus,VH215,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.04,36.81,4.92,5.03,38.1,241.99,0.55
TRUE,Ceanothus megacarpus 3,vegetation,Shrub,Ceanothus,megacarpus,VH216,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.01,49.33,NA,NA,39.86,269.28,0.74
TRUE,Adenostoma fasciculatum 1,vegetation,Shrub,Adenostoma,fasciculatum,VH217,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.48,31.99,NA,NA,42.14,NA,0.59
TRUE,Adenostoma fasciculatum 1,vegetation,Shrub,Adenostoma,fasciculatum,VH218,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.08,53.79,NA,NA,40.64,NA,0.59
TRUE,Adenostoma fasciculatum 2,vegetation,Shrub,Adenostoma,fasciculatum,VH219,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.73,51.27,NA,NA,41.3,NA,0.74
TRUE,Adenostoma fasciculatum 2,vegetation,Shrub,Adenostoma,fasciculatum,VH220,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.95,52.47,9.9,11.57,40.96,NA,0.77
TRUE,Adenostoma fasciculatum 3,vegetation,Shrub,Adenostoma,fasciculatum,VH221,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.95,46.9,NA,NA,39.03,NA,0.63
TRUE,Adenostoma fasciculatum 3,vegetation,Shrub,Adenostoma,fasciculatum,VH222,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.9,50.03,8.82,11.72,36.14,NA,0.86
TRUE,Baccharis pilularis 1,vegetation,Shrub,Baccharis,pilularis,VH223,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.41,43.85,7.11,12.36,45.61,208.93,0.67
TRUE,Baccharis pilularis 1,vegetation,Shrub,Baccharis,pilularis,VH224,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.37,49.05,7.59,11.02,47.77,185.43,0.53
TRUE,Arctostaphylos glandulosa 3,vegetation,Shrub,Arctostaphylos,glandulosa,VH225,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.68,55.13,8.11,13.71,41.07,199.17,0.5
TRUE,Arctostaphylos glandulosa 3,vegetation,Shrub,Arctostaphylos,glandulosa,VH226,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.65,46,NA,NA,42.98,280.48,0.6
TRUE,Arctostaphylos glandulosa 2,vegetation,Shrub,Arctostaphylos,glandulosa,VH227,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.69,47.28,7.41,10.18,42.07,231.98,0.53
TRUE,Arctostaphylos glandulosa 2,vegetation,Shrub,Arctostaphylos,glandulosa,VH228,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.81,51.41,6.51,9.56,43.57,308.14,0.76
TRUE,Arctostaphylos glandulosa 1,vegetation,Shrub,Arctostaphylos,glandulosa,VH229,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.48,46.57,5.75,10.55,40.16,228.14,0.63
TRUE,Arctostaphylos glandulosa 1,vegetation,Shrub,Arctostaphylos,glandulosa,VH230,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.6,43.95,NA,NA,40.32,291.63,0.63
TRUE,Baccharis pilularis 2,vegetation,Shrub,Baccharis,pilularis,VH231,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.7,45.94,9.74,19.67,45.62,190.87,0.49
TRUE,Baccharis pilularis 2,vegetation,Shrub,Baccharis,pilularis,VH232,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.85,49.96,8.5,17.06,44.88,191.34,0.54
TRUE,Baccharis pilularis 3,vegetation,Shrub,Baccharis,pilularis,VH233,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.57,54.04,10.79,22.41,41.72,181.51,0.45
TRUE,Baccharis pilularis 3,vegetation,Shrub,Baccharis,pilularis,VH234,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.63,47.18,9.71,22.51,41.84,167.32,0.5
TRUE,Umbellularia californica 1,vegetation,Shrub,Umbellularia,californica,VH235,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.3,54.37,11.07,15.63,51.17,73.02,0.24
TRUE,Umbellularia californica 1,vegetation,Shrub,Umbellularia,californica,VH236,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.45,53.36,11.01,11.2,50,97.54,0.24
TRUE,Umbellularia californica 2,vegetation,Shrub,Umbellularia,californica,VH237,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.99,57.86,10.52,14.35,48.11,109.28,0.22
TRUE,Umbellularia californica 2,vegetation,Shrub,Umbellularia,californica,VH238,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.43,52.29,10.73,11.66,48.34,122.45,0.24
TRUE,Umbellularia californica 3,vegetation,Shrub,Umbellularia,californica,VH239,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.51,43.92,11.27,12.79,48.21,96.12,0.22
