Additional_Information,Name,Type,Class,Genus,Species,Sample_ID,Owner,Reference,Nitrogen_pct,Carbon_pct,Cellulose_pct,Lignin_pct,Water_Content_pct,LMA_gm2,Leaf_Thickness_mm
TRUE,Umbellularia californica 3,vegetation,Shrub,Umbellularia,californica,VH240,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.85,56.41,11.09,11.47,48.51,123.99,0.29
TRUE,Calocedrus decrruens 1,vegetation,Tree,Calocedrus,decurrens,VH241,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.94,56.46,11.97,12.8,52.35,226.44,0.33
TRUE,Calocedrus decrruens 1,vegetation,Tree,Calocedrus,decurrens,VH242,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.07,47.82,15.18,14.57,55.16,202.86,0.68
TRUE,Pinus lambertiana 1,vegetation,Tree,Pinus,lambertiana,VH243,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.71,40.63,18.58,11.02,54.26,260.7,0.73
TRUE,Pinus lambertiana 1,vegetation,Tree,Pinus,lambertiana,VH244,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.88,46.43,20,11.8,57.68,191.75,0.76
TRUE,Abies concolor 1,vegetation,Tree,Abies,concolor,VH245,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.94,45.74,12.35,9.7,55.81,239.75,0.33
TRUE,Abies concolor 1,vegetation,Tree,Abies,concolor,VH246,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.95,48.6,13.96,11.19,57.97,171.34,0.31
TRUE,Calocedrus decrruens 2,vegetation,Tree,Calocedrus,decurrens,VH247,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.79,51.17,NA,NA,49.58,250.02,0.8
TRUE,Calocedrus decrruens 2,vegetation,Tree,Calocedrus,decurrens,VH248,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.07,51.74,16.87,14.79,52.71,196.78,NA
TRUE,Pinus ponderosa 1,vegetation,Tree,Pinus,ponderosa,VH249,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.68,45.01,NA,NA,52.11,206.93,0.79
TRUE,Pinus ponderosa 1,vegetation,Tree,Pinus,ponderosa,VH250,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.85,45.56,24.57,14.04,54.28,191.34,2.59
TRUE,Calocedrus decrruens 3,vegetation,Tree,Calocedrus,decurrens,VH251,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.78,45.75,13.52,14.03,52.91,281.01,0.27
TRUE,Calocedrus decrruens 3,vegetation,Tree,Calocedrus,decurrens,VH252,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,NA,NA,13.61,13.55,53.33,261.32,0.6
TRUE,Calocedrus decrruens,non photosynthetic vegetation,flowers,Arctostaphylos,glandulosa,VH253,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.03,50.02,NA,NA,54.12,NA,0.45
TRUE,Pinus ponderosa 2,vegetation,Tree,Pinus,ponderosa,VH254,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.98,52.18,24.03,14.8,53.57,342.29,0.34
TRUE,Pinus ponderosa 2,vegetation,Tree,Pinus,ponderosa,VH255,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.12,66.48,27.33,16.5,57.72,179.86,0.82
TRUE,Abies concolor 2,vegetation,Tree,Abies,concolor,VH256,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.93,49.59,14.5,11.62,57.36,251.12,0.39
TRUE,Abies concolor 2,vegetation,Tree,Abies,concolor,VH257,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.97,49.89,14,12.98,58.14,258.39,0.82
TRUE,Pinus lambertiana 2,vegetation,Tree,Pinus,lambertiana,VH258,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.8,44.39,18.25,11.33,55.77,169.85,0.34
TRUE,Pinus lambertiana 2,vegetation,Tree,Pinus,lambertiana,VH259,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.98,46.77,19.54,11.87,58.83,199.98,0.65
TRUE,Pinus ponderosa 3,vegetation,Tree,Pinus,ponderosa,VH260,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.92,45.91,21.38,12.91,55.09,NA,0.68
TRUE,Pinus ponderosa 3,vegetation,Tree,Pinus,ponderosa,VH261,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.08,45.91,NA,NA,56.98,147.06,0.75
TRUE,Pinus lambertiana 3,vegetation,Tree,Pinus,lambertiana,VH262,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.74,40.91,19.29,10.94,54.55,NA,0.93
TRUE,Pinus lambertiana 3,vegetation,Tree,Pinus,lambertiana,VH263,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.84,43.25,NA,NA,57.64,168.4,0.93
TRUE,Abies concolor 3,vegetation,Tree,Abies,concolor,VH264,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.81,44.42,NA,NA,57.35,247.35,0.73
TRUE,Abies concolor 3,vegetation,Tree,Abies,concolor,VH265,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.23,47.67,16.86,12.97,60.84,216.93,0.79
TRUE,Calocedrus decrruens,non photosynthetic vegetation,flowers,Arctostaphylos,glandulosa,VH266,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.2,51.54,9.96,12.78,55.63,NA,0.28
TRUE,Calocedrus decrruens,non photosynthetic vegetation,flowers,Arctostaphylos,glandulosa,VH267,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.95,50.55,NA,NA,55.2,NA,0.61
TRUE,Calocedrus decrruens,non photosynthetic vegetation,flowers,Arctostaphylos,glandulosa,VH268,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.25,45.08,NA,NA,NA,NA,2.65
TRUE,Quercus douglasii 1,vegetation,Tree,Quercus,douglasii,VH269,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.88,45.51,14.12,7,46.88,92.69,0.79
TRUE,Quercus douglasii 1,vegetation,Tree,Quercus,douglasii,VH270,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.8,43.56,16.15,9.3,36.59,70.93,0.59
TRUE,Quercus agrifolia 1,vegetation,Tree,Quercus,agrifolia,VH271,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.65,49.82,19.79,13.33,44.81,229.23,0.3
TRUE,Quercus agrifolia 1,vegetation,Tree,Quercus,agrifolia,VH272,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.04,46.25,18.86,13.01,42.94,207.52,0.7
TRUE,Quercus douglasii 2,vegetation,Tree,Quercus,douglasii,VH273,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.92,44.02,13.11,6.4,47.5,122.24,2.84
TRUE,Quercus douglasii 2,vegetation,Tree,Quercus,douglasii,VH274,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.43,44.55,12.09,5.51,29.75,102.4,0.83
TRUE,Quercus agrifolia 2,vegetation,Tree,Quercus,agrifolia,VH275,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.18,46.59,NA,NA,44.32,158.22,0.6
TRUE,Quercus agrifolia 2,vegetation,Tree,Quercus,agrifolia,VH276,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.5,48.69,17.1,10.18,43.84,174.37,0.69
TRUE,Quercus douglasii 3,vegetation,Tree,Quercus,douglasii,VH277,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.07,37.08,13.02,6.05,46.32,137.39,0.73
TRUE,Quercus douglasii 3,vegetation,Tree,Quercus,douglasii,VH278,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.97,41.87,12.36,7.19,43.89,88.92,0.27
TRUE,Quercus agrifolia 3,vegetation,Tree,Quercus,agrifolia,VH279,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.79,45.09,19.42,13.3,40.8,167.8,0.84
TRUE,Quercus agrifolia 3,vegetation,Tree,Quercus,agrifolia,VH280,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.25,51.43,20.37,13.04,42.06,220.32,0.71
TRUE,Quercus lobata 1,vegetation,Tree,Quercus,lobata,VH281,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.98,48.95,11.62,10.24,47.93,154.6,0.85
TRUE,Quercus lobata 1,vegetation,Tree,Quercus,lobata,VH282,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.97,48.77,14.16,11.15,49.61,89.1,0.48
TRUE,Quercus lobata 2,vegetation,Tree,Quercus,lobata,VH283,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.67,47.43,12.04,8.57,45.49,94.11,0.39
TRUE,Quercus lobata 2,vegetation,Tree,Quercus,lobata,VH284,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,0.82,41.73,NA,NA,38,87.49,0.34
TRUE,Quercus lobata 3,vegetation,Tree,Quercus,lobata,VH285,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.52,40.89,12.32,10.71,51.25,138.36,0.38
TRUE,Quercus lobata 3,vegetation,Tree,Quercus,lobata,VH286,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.02,46.09,12.48,9.98,49.16,106.72,0.29
TRUE,Salvia leucophylla 1,vegetation,Shrub,Salvia,leucophylla,VH287,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,1.92,52.5,NA,NA,20.95,97.82,0.25
TRUE,Salvia leucophylla 2,vegetation,Shrub,Salvia,leucophylla,VH288,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.08,54.86,9.88,11.53,20.22,104.98,0.45
TRUE,Salvia leucophylla 3,vegetation,Shrub,Salvia,leucophylla,VH289,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,2.01,54.61,10.01,12.45,23.29,92.81,0.86
TRUE,Salvia leucophylla 1,non photosynthetic vegetation,branches,Salvia,leucophylla,VH290,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,NA,NA,38.55,11.98,10.12,NA,NA
TRUE,Salvia leucophylla 2,non photosynthetic vegetation,branches,Salvia,leucophylla,VH291,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,NA,NA,39.36,12.9,11.33,NA,NA
TRUE,Salvia leucophylla 3,non photosynthetic vegetation,branches,Salvia,leucophylla,VH292,UCSB,Meerdink; Roberts; King; Roth; Dennison; Amaral; & Hook (2016). Linking seasonal foliar traits to VSWIR-TIR spectroscopy across California ecosystems. Remote Sensing of Environment; 186; 322-338.,NA,NA,40.88,14.96,8.27,NA,NA
